tweet,label,negation_flag,intensifier_flag,annotated_tweet,text
حر بالنهارملل في نص اليوم اكتئاب بليل,1,0,0,بالنهارملل اليوم اكتئاب بليل,حر بالنهارملل في نص اليوم اكتئاب بليل
إن الاكتئاب هن أبغضُ تجرُبة مرتُ بها على الإطلاق إنه انعدام تصور الشعور بالسعادة مرة أخرى وأيضاً غياب الأمل كُلي,1,0,0,الاكتئاب ابغض تجربه مرت بها علي الاطلاق انه انعدام تصور الشعور بالسعاده مره اخري وايضا غياب الامل كلي,ان الاكتئاب هن ابغض تجربه مرت بها علي الاطلاق انه انعدام تصور الشعور بالسعاده مره اخري وايضا غياب الامل كلي
"يومالجمعه_x000D_
_x000D_
فزعتكم تكفون ياأهل الخير 💔😭_x000D_
_x000D_
 المبلغ 6470 ريال _x000D_
تكفون ياأهل الخير حنا في ضيق مايعلم فيه إلا اله من ث",1,0,0,يومالجمعه فزعتكم تكفون يااهل الخير المبلغ ريال تكفون يااهل الخير حنا ضيق مايعلم فيه الا اله,يومالجمعه_x<NUM>D__x<NUM>D_فزعتكم تكفون يااهل الخير 💔😭_x<NUM>D__x<NUM>D_ المبلغ <NUM> ريال _x<NUM>D_تكفون يااهل الخير حنا في ضيق مايعلم فيه الا اله من ث
ياقلبي بنتش عندها اكتئاب مابعد الولاده لازم تراجع دكتور مختص فتره وبتعدي,1,0,0,ياقلبي بنتش عندها اكتئاب مابعد الولاده لازم تراجع دكتور مختص فتره وبتعدي,ياقلبي بنتش عندها اكتئاب مابعد الولاده لازم تراجع دكتور مختص فتره وبتعدي
معليش بس كل شيء جالس يحثنا على الإكتئاب والنفسيه والزعل والتعب الي مايخلص,1,0,0,معليش شيء جالس يحثنا علي الاكتئاب والنفسيه والزعل والتعب الي مايخلص,معليش بس كل شيء جالس يحثنا علي الاكتئاب والنفسيه والزعل والتعب الي مايخلص
يعني ف الايام الحلوه ابكي و الايام الشينه برضو ابكي ي رب اقدر اسوي كنترول لدموعي ف المواقف 😂🚶🏻‍♀️,1,0,0,يعني الايام الحلوه ابكي الايام الشينه برضو ابكي اقدر اسوي كنترول لدموعي المواقف 😂🚶🏻‍♀️,يعني ف الايام الحلوه ابكي و الايام الشينه برضو ابكي ي رب اقدر اسوي كنترول لدموعي ف المواقف 😂🚶🏻♀️
"نكد قلق يا خي قلب معدي_x000D_
وأنا ما ثق باحد غير بربعي ❤",1,1,0,نكد قلق قلب معدي وانا باحد غير بربعي,نكد قلق يا خي قلب معدي_x<NUM>D_وانا ما ثق باحد غير بربعي ❤
مايدرون اني اعاني من نوبات هلع شلون عاد الخوف🤏,1,0,0,مايدرون اني اعاني نوبات هلع شلون عاد الخوف🤏,مايدرون اني اعاني من نوبات هلع شلون عاد الخوف🤏
أشعُر بشيء يُشبه البُكاء لكنني لا أبكي,1,1,0,اشعر بشيء يشبه البكاء لكنني ابكي,اشعر بشيء يشبه البكاء لكنني لا ابكي
ياعمري هذي لو تعيش في بيتنا بيجيها اكتئاب,1,0,0,ياعمري هذي تعيش بيتنا بيجيها اكتئاب,ياعمري هذي لو تعيش في بيتنا بيجيها اكتئاب
حزين عايز ابكي اهئ اهئ اهئ,1,0,0,حزين عايز ابكي اهئ اهئ اهئ,حزين عايز ابكي اهئ اهئ اهئ
ابشرك ماخليتها بخاطري رحت قريتها من كتاب البداية والنهاية جاني اكتئاب يومين من الي قريته حسبي اله عليهم 💔,1,0,0,ابشرك ماخليتها بخاطري رحت قريتها كتاب البدايه والنهايه جاني اكتئاب يومين الي قريته حسبي اله عليهم,ابشرك ماخليتها بخاطري رحت قريتها من كتاب البدايه والنهايه جاني اكتئاب يومين من الي قريته حسبي اله عليهم 💔
لاشيء يعجبني اريد ان ابكي,1,0,0,لاشيء يعجبني اريد ابكي,لاشيء يعجبني اريد ان ابكي
نعم انا مُكتئب تشرفنا,1,0,0,نعم انا مكتئب تشرفنا,نعم انا مكتئب تشرفنا
تشتت متعب لغاية اعيشه لوحدي مابين تبلد و اكتئاب حاد و امل و حياة و زهد,1,0,0,تشتت متعب لغايه اعيشه لوحدي مابين تبلد اكتئاب حاد امل حياه زهد,تشتت متعب لغايه اعيشه لوحدي مابين تبلد و اكتئاب حاد و امل و حياه و زهد
فيني حزن مع كمية قهر ودي افقع وجه احد,1,0,0,فيني حزن كميه قهر ودي افقع وجه احد,فيني حزن مع كميه قهر ودي افقع وجه احد
"١٩ رمضانمبارك_x000D_
_x000D_
يارب أنت وحدك تعلم بما أخفيه في قلبي وتعلم بما في صدري و أعلم بأنك تسمع ضجيج قلبي و شتات أفكاري رب",1,0,0,رمضانمبارك يارب انت وحدك تعلم بما اخفيه قلبي وتعلم بما صدري اعلم بانك تسمع ضجيج قلبي شتات افكاري,<NUM><NUM> رمضانمبارك_x<NUM>D__x<NUM>D_يارب انت وحدك تعلم بما اخفيه في قلبي وتعلم بما في صدري و اعلم بانك تسمع ضجيج قلبي و شتات افكاري رب
"لا شيء يعجبني_x000D_
 أُريد أن أبكي",1,1,0,شيء يعجبني اريد ابكي,لا شيء يعجبني_x<NUM>D_ اريد ان ابكي
صار عندي هلع و خوف من اشياء كثير زي المستقبل الموت مثلا السب الرئيسي راجع لتراكمات من أحداث صارت لي بالسنوات الماضية,1,0,0,صار عندي هلع خوف اشياء كثير المستقبل الموت مثلا السب الرئيسي راجع لتراكمات احداث صارت بالسنوات الماضيه,صار عندي هلع و خوف من اشياء كثير زي المستقبل الموت مثلا السب الرئيسي راجع لتراكمات من احداث صارت لي بالسنوات الماضيه
والله تجيب اكتئاب اسف 😞,1,0,0,والله تجيب اكتئاب اسف,والله تجيب اكتئاب اسف 😞
في كل عامٍ في نفس الفترة تقريباً تأتيني أزمة اكتئاب حادة أقرر الإنتحار ثم يحدثني ذلك الصوت اللعين,1,0,0,عام نفس الفتره تقريبا تاتيني ازمه اكتئاب حاده اقرر الانتحار يحدثني الصوت اللعين,في كل عام في نفس الفتره تقريبا تاتيني ازمه اكتئاب حاده اقرر الانتحار ثم يحدثني ذلك الصوت اللعين
كانت أمي على قيد الحياة وكنتُ أنا على قيدها,1,0,0,امي علي قيد الحياه وكنت انا علي قيدها,كانت امي علي قيد الحياه وكنت انا علي قيدها
حُزن الام معدي مُهلك,1,0,0,حزن الام معدي مهلك,حزن الام معدي مهلك
الحين عشان تخش في اكتئاب لين ينزل الثاني😭,1,0,0,الحين عشان تخش اكتئاب لين ينزل الثاني😭,الحين عشان تخش في اكتئاب لين ينزل الثاني😭
اكتئاب 😩,1,0,0,اكتئاب,اكتئاب 😩
صح اكتئاب بس اذا كل البيت طالع فله,1,0,0,اكتئاب اذا البيت طالع فله,صح اكتئاب بس اذا كل البيت طالع فله
في بنت بتفكرني بنفسي من ٦سنين كده ومش عارفه ابكي علي حالي ولا علي حالها,1,0,0,بنت بتفكرني بنفسي ٦سنين كده ومش عارفه ابكي علي حالي ولا علي حالها,في بنت بتفكرني بنفسي من <NUM>سنين كده ومش عارفه ابكي علي حالي ولا علي حالها
وش حل الاكتئاب — لو كنت اعرف هقولك,1,0,0,الاكتئاب كنت اعرف هقولك,وش حل الاكتئاب - لو كنت اعرف هقولك
ورجعنا لفترة الي بتمني فيها الانتحار حاسس اني عايم مليش ملامح ,1,0,0,ورجعنا لفتره الي بتمني فيها الانتحار حاسس اني عايم مليش ملامح,ورجعنا لفتره الي بتمني فيها الانتحار حاسس اني عايم مليش ملامح
احس بمسؤولية رهيبة نحو قلوب أصدقائي يراودني قلق رهيب لما أحس ان قلب صديقي مُرهق من شيء ما,1,1,0,احس بمسؤوليه رهيبه نحو قلوب اصدقائي يراودني قلق رهيب لما احس قلب صديقي مرهق شيء,احس بمسؤوليه رهيبه نحو قلوب اصدقائي يراودني قلق رهيب لما احس ان قلب صديقي مرهق من شيء ما
من قوة التعب ابكي وكأن كل حمل الدنيا فوق راسي,1,0,0,قوه التعب ابكي وكان حمل الدنيا فوق راسي,من قوه التعب ابكي وكان كل حمل الدنيا فوق راسي
فوق كآبة مزاجي قاعده اسمع اغنيه واطيه,1,0,0,فوق كابه مزاجي قاعده اسمع اغنيه واطيه,فوق كابه مزاجي قاعده اسمع اغنيه واطيه
واله اليوم جاني نفس شعور نهاية برنامج السوق حزن على توتر اختلاط مشاعر لكن ان شاءاله مو اخر ليلة تجمعكم,1,0,0,واله اليوم جاني نفس شعور نهايه برنامج السوق حزن علي توتر اختلاط مشاعر شاءاله اخر ليله تجمعكم,واله اليوم جاني نفس شعور نهايه برنامج السوق حزن علي توتر اختلاط مشاعر لكن ان شاءاله مو اخر ليله تجمعكم
